dataset,filename,image_path,S-Global,J-Global,latency_s,peak_vram_gb,task,generated_output
Brixia-score-COVID-19,covid-19-pneumonia-58-day-9.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-58-day-9.jpg,12,17,15.221139614000094,5.435404300689697,question_answering,"A review of any available imaging to identify the chronicity of the left proximal humeral lesion is recommended. If previous imaging is not available, further radiologic study may be necessary. "
Brixia-score-COVID-19,radiol.2020200274.fig3d.png,/content/Brixia-score-COVID-19/data/public-cohen-subset/radiol.2020200274.fig3d.png,13,16,14.438067803000195,5.428246974945068,report,The chest radiograph reveals a normal cardiomediastinal silhouette. There is no evidence of pleural effusion or pneumothorax. A small focal consolidation is noted in the right upper lobe. 
Brixia-score-COVID-19,radiol.2020200274.fig3d.png,/content/Brixia-score-COVID-19/data/public-cohen-subset/radiol.2020200274.fig3d.png,13,16,14.438067803000195,5.428246974945068,differential_diagnosis,"Possible differential diagnoses based on this chest radiograph could include pulmonary edema, pneumonia, or other conditions that cause increased opacity in the lungs. "
Brixia-score-COVID-19,radiol.2020200274.fig3d.png,/content/Brixia-score-COVID-19/data/public-cohen-subset/radiol.2020200274.fig3d.png,13,16,14.438067803000195,5.428246974945068,question_answering,"Given the presence of pulmonary edema, further radiologic studies may be necessary to monitor the condition. A follow-up chest CT scan could provide more detailed information. "
Brixia-score-COVID-19,legionella-pneumonia-2.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/legionella-pneumonia-2.jpg,18,15,15.831678770000053,5.444606304168701,report,"The radiologic report reveals bilateral areas of widespread and multifocal parenchymal opacities, likely indicative of pneumonia. The cardiac silhouette is of borderline size. There are no signs of pleural effusions or pulmonary edema. "
Brixia-score-COVID-19,legionella-pneumonia-2.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/legionella-pneumonia-2.jpg,18,15,15.831678770000053,5.444606304168701,differential_diagnosis,"Possible differential diagnoses based on this patient's condition could include pneumonia, pulmonary edema, acute respiratory distress syndrome (ARDS), or diffuse alveolar hemorrhage. "
Brixia-score-COVID-19,legionella-pneumonia-2.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/legionella-pneumonia-2.jpg,18,15,15.831678770000053,5.444606304168701,question_answering,Any focal findings should be clearly marked and imaged with either bone detail views or CT scanning. 
Brixia-score-COVID-19,covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-3.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-3.jpg,17,15,16.573976754999876,5.431314468383789,report,"The radiologic report reveals diffuse bilateral pulmonary opacifications, which are more prominent on the left. This could be indicative of severe pulmonary edema, widespread pneumonia, or even ARDS. "
Brixia-score-COVID-19,covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-3.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-3.jpg,17,15,16.573976754999876,5.431314468383789,differential_diagnosis,"Possible differential diagnoses for this patient include pulmonary edema, infection, Acute Respiratory Distress Syndrome (ARDS), and pulmonary hemorrhage. "
Brixia-score-COVID-19,covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-3.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-3.jpg,17,15,16.573976754999876,5.431314468383789,question_answering,Further radiologic studies may be necessary to confirm the diagnosis and monitor the progression of the identified abnormalities. A CT scan could provide more detailed information about the extent and nature of the infiltrates and effusions. 
Brixia-score-COVID-19,covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg,16,15,15.216776311000103,5.441539287567139,report,The radiologic report reveals a mildly enlarged heart with pulmonary vascular redistribution. There is a moderate-sized left effusion layering posteriorly. The report also shows right-sided effusion and hazy alveolar infiltrate. 
Brixia-score-COVID-19,covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg,16,15,15.216776311000103,5.441539287567139,differential_diagnosis,"Possible differential diagnoses based on this patient's radiographic findings could include pneumonia, pulmonary edema, acute respiratory distress syndrome (ARDS), or diffuse alveolar hemorrhage. "
Brixia-score-COVID-19,covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg,16,15,15.216776311000103,5.441539287567139,question_answering,Recommend review of outside chest CT for further evaluation of the findings. 
Brixia-score-COVID-19,covid-19-pneumonia-40.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-40.jpg,14,15,15.022057958999994,5.431314468383789,report,"The chest radiograph reveals widespread parenchymal opacities, indicative of extensive pulmonary edema. The heart size and mediastinum appear normal. A small amount of pleural effusion is likely present. "
Brixia-score-COVID-19,covid-19-pneumonia-40.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-40.jpg,14,15,15.022057958999994,5.431314468383789,differential_diagnosis,"Given the severity of the pulmonary edema and potential for obscured pneumonia, further radiologic studies are recommended. A computed tomography (CT) scan may provide a more detailed view of the lungs and help identify any underlying conditions. "
Brixia-score-COVID-19,covid-19-pneumonia-40.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-40.jpg,14,15,15.022057958999994,5.431314468383789,question_answering,Re-assessment of the patient after diuresis is recommended. 
Brixia-score-COVID-19,F2DE909F-E19C-4900-92F5-8F435B031AC6.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/F2DE909F-E19C-4900-92F5-8F435B031AC6.jpeg,16,14,18.077040733000104,5.463171005249023,report,"The chest radiograph reveals extensive bilateral airspace opacities, with the right side being more affected than the left. These opacities are non-specific but most likely represent severe pulmonary edema. However, the possibility of underlying pneumonia cannot be ruled out. The cardiomediastinal silhouette appears normal and there is no evidence of pneumothorax. "
Brixia-score-COVID-19,F2DE909F-E19C-4900-92F5-8F435B031AC6.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/F2DE909F-E19C-4900-92F5-8F435B031AC6.jpeg,16,14,18.077040733000104,5.463171005249023,differential_diagnosis,"Possible differential diagnoses based on this patient's chest radiograph include aspiration pneumonia, infectious pneumonia, pulmonary edema, or less likely, a diffuse interstitial lung disease. "
Brixia-score-COVID-19,F2DE909F-E19C-4900-92F5-8F435B031AC6.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/F2DE909F-E19C-4900-92F5-8F435B031AC6.jpeg,16,14,18.077040733000104,5.463171005249023,question_answering,Repeat chest radiographs are recommended after treatment of possible pneumonia to ensure resolution and to exclude other potential causes of the observed abnormalities. 
Brixia-score-COVID-19,31BA3780-2323-493F-8AED-62081B9C383B.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/31BA3780-2323-493F-8AED-62081B9C383B.jpeg,16,14,16.002537718999974,5.436426639556885,report,"The chest radiograph reveals diffuse bilateral pulmonary opacifications. These findings could be indicative of severe pulmonary edema, widespread pneumonia, or Acute Respiratory Distress Syndrome (ARDS). "
Brixia-score-COVID-19,31BA3780-2323-493F-8AED-62081B9C383B.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/31BA3780-2323-493F-8AED-62081B9C383B.jpeg,16,14,16.002537718999974,5.436426639556885,differential_diagnosis,"Possible differential diagnoses for this patient include severe pulmonary edema, supervening pneumonia, acute respiratory distress syndrome (ARDS), or diffuse alveolar hemorrhage. "
Brixia-score-COVID-19,31BA3780-2323-493F-8AED-62081B9C383B.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/31BA3780-2323-493F-8AED-62081B9C383B.jpeg,16,14,16.002537718999974,5.436426639556885,question_answering,"A review of any available chest CT scans is recommended for further assessment of the findings. If no such studies are available, a chest CT scan should be considered. "
Brixia-score-COVID-19,covid-19-pneumonia-24-day7.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-24-day7.jpg,14,14,16.320512253999823,5.441539287567139,report,"The radiologic report reveals patchy opacities in the left lower lobe and right upper lobe, consistent with multifocal pneumonia. There is no evidence of pleural effusion or pneumothorax. The cardiomediastinal and hilar contours are normal. "
Brixia-score-COVID-19,covid-19-pneumonia-24-day7.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-24-day7.jpg,14,14,16.320512253999823,5.441539287567139,differential_diagnosis,"Possible differential diagnoses for this patient include pneumonia, pulmonary edema, lung cancer, or other lung diseases. "
Brixia-score-COVID-19,covid-19-pneumonia-24-day7.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-24-day7.jpg,14,14,16.320512253999823,5.441539287567139,question_answering,"Given the presence of persistent opacities and potential for obscured parenchymal processes, further radiologic studies may be necessary. A CT scan could provide a more detailed view of the lung tissue and help identify any underlying conditions. "
Brixia-score-COVID-19,pneumocystis-jirovecii-pneumonia-3-2.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/pneumocystis-jirovecii-pneumonia-3-2.jpg,10,14,15.31189683599996,5.441539287567139,report,"The chest radiograph reveals severe infiltrative pulmonary abnormality, more pronounced on the right side. The heart size is at the top-normal range. There are presumed pleural effusions, but they are not large. No pneumothorax is observed. "
Brixia-score-COVID-19,pneumocystis-jirovecii-pneumonia-3-2.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/pneumocystis-jirovecii-pneumonia-3-2.jpg,10,14,15.31189683599996,5.441539287567139,differential_diagnosis,"Possible differential diagnoses for this patient could include pneumonia, pulmonary edema, acute respiratory distress syndrome (ARDS), or diffuse alveolar hemorrhage. "
Brixia-score-COVID-19,pneumocystis-jirovecii-pneumonia-3-2.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/pneumocystis-jirovecii-pneumonia-3-2.jpg,10,14,15.31189683599996,5.441539287567139,question_answering,The radiologic findings should be reviewed by a qualified radiologist for a comprehensive evaluation. 
Brixia-score-COVID-19,67d668e570c242404ba82c7cbe2ca8f2-0015-0.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/67d668e570c242404ba82c7cbe2ca8f2-0015-0.jpg,16,13,16.52676512800008,5.441539287567139,report,The radiologic report reveals a mildly enlarged heart with substantially distended pulmonary arteries. There is no evidence of pulmonary edema or pleural effusion. The left lower lobe appears to be chronically collapsed. No pneumonia is detected. 
Brixia-score-COVID-19,67d668e570c242404ba82c7cbe2ca8f2-0015-0.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/67d668e570c242404ba82c7cbe2ca8f2-0015-0.jpg,16,13,16.52676512800008,5.441539287567139,differential_diagnosis,"Possible differential diagnoses based on this patient's chest radiograph could include heart failure, pneumonia, malignancy, or pulmonary embolism. "
Brixia-score-COVID-19,67d668e570c242404ba82c7cbe2ca8f2-0015-0.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/67d668e570c242404ba82c7cbe2ca8f2-0015-0.jpg,16,13,16.52676512800008,5.441539287567139,question_answering,"A review of any available imaging to identify the chronicity of the left proximal humeral lesion is recommended. If previous imaging is not available, further radiologic study may be necessary. "
Brixia-score-COVID-19,covid-19-pneumonia-rapidly-progressive-12-hours.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-rapidly-progressive-12-hours.jpg,13,13,14.899923365999712,5.431314468383789,report,"The chest radiograph reveals a normal heart size and mediastinum. There are extensive diffuse interstitial opacities present, associated with some pleural effusion. No abnormalities suggest the development of an infectious process. "
Brixia-score-COVID-19,covid-19-pneumonia-rapidly-progressive-12-hours.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-rapidly-progressive-12-hours.jpg,13,13,14.899923365999712,5.431314468383789,differential_diagnosis,"Given the presence of bilateral pneumonia, further radiologic studies such as a CT scan may be beneficial to assess the extent of the disease and guide treatment. "
Brixia-score-COVID-19,covid-19-pneumonia-rapidly-progressive-12-hours.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-rapidly-progressive-12-hours.jpg,13,13,14.899923365999712,5.431314468383789,question_answering,The radiologic report should be reviewed by aqualified radiologist to assess the position of the endotracheal tube and evaluate the extent of the pulmonary edema. 
Brixia-score-COVID-19,covid-19-pneumonia-42.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-42.jpeg,12,13,17.130370674999995,5.457699775695801,report,"The chest radiograph reveals evidence of prior right upper lobe resection with volume loss in the right lung and old rib resection. There is also a chronic left pleural abnormality. No focal consolidation, pneumothorax, or pulmonary edema is observed. The cardiomediastinal silhouette appears within normal limits. "
Brixia-score-COVID-19,covid-19-pneumonia-42.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-42.jpeg,12,13,17.130370674999995,5.457699775695801,differential_diagnosis,"Possible differential diagnoses based on this patient's chest radiograph could include pneumonia, pulmonary edema, or a lung condition causing post-obstructive pneumonia. "
Brixia-score-COVID-19,covid-19-pneumonia-42.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-42.jpeg,12,13,17.130370674999995,5.457699775695801,question_answering,"Given the presence of pleural calcifications and potential asbestos-related disease, further radiologic studies such as a high-resolution CT scan may be beneficial for a more detailed evaluation. "
Brixia-score-COVID-19,6CB4EFC6-68FA-4CD5-940C-BEFA8DAFE9A7.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/6CB4EFC6-68FA-4CD5-940C-BEFA8DAFE9A7.jpeg,12,13,16.977447097000095,5.453030109405518,report,"The radiologic report reveals a severe infiltrative pulmonary abnormality, more pronounced in the right lung. The heart is partially obscured by this abnormality, but appears to be mildly enlarged. There is a small right pleural effusion present. No evidence of pneumothorax is observed. "
Brixia-score-COVID-19,6CB4EFC6-68FA-4CD5-940C-BEFA8DAFE9A7.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/6CB4EFC6-68FA-4CD5-940C-BEFA8DAFE9A7.jpeg,12,13,16.977447097000095,5.453030109405518,differential_diagnosis,"Possible differential diagnoses based on this patient's chest radiograph could include pulmonary edema, pneumonia, or other conditions causing increased opacity in the lungs such as lung cancer or tuberculosis. "
Brixia-score-COVID-19,6CB4EFC6-68FA-4CD5-940C-BEFA8DAFE9A7.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/6CB4EFC6-68FA-4CD5-940C-BEFA8DAFE9A7.jpeg,12,13,16.977447097000095,5.453030109405518,question_answering,"A review of any available imaging to identify the chronicity of the left proximal humeral lesion is recommended. If previous imaging is not available, further radiologic study may be necessary. "
Brixia-score-COVID-19,2B8649B2-00C4-4233-85D5-1CE240CF233B.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/2B8649B2-00C4-4233-85D5-1CE240CF233B.jpeg,12,13,17.96723523200035,5.471190452575684,report,"The radiologic report reveals a stable heart size and mediastinum. There is a minimal worsening of the left upper lobe consolidation, which could be due to an infectious process or asymmetric pulmonary edema. Bilateral pleural effusions are present, with the left side being more affected than the right. The possibility of pneumonia in the left lower lobe cannot be ruled out. "
Brixia-score-COVID-19,2B8649B2-00C4-4233-85D5-1CE240CF233B.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/2B8649B2-00C4-4233-85D5-1CE240CF233B.jpeg,12,13,17.96723523200035,5.471190452575684,differential_diagnosis,"Possible differential diagnoses based on this patient's radiograph could include pulmonary edema, pneumonia, or a combination of both. "
Brixia-score-COVID-19,2B8649B2-00C4-4233-85D5-1CE240CF233B.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/2B8649B2-00C4-4233-85D5-1CE240CF233B.jpeg,12,13,17.96723523200035,5.471190452575684,question_answering,"A review of any available imaging to identify the chronicity of the left lateral bullae is recommended. If previous imaging is not available, a CT scan should be obtained. "
Brixia-score-COVID-19,lancet-case2a.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/lancet-case2a.jpg,12,13,17.69670759599967,5.451199054718018,report,The chest radiograph reveals extensive bilateral pulmonary opacities. The heart size is within normal limits. The mediastinal and hilar contours are unremarkable. There is no evidence of pulmonary vascular congestion. No signs of pneumothorax or pleural effusion are observed. 
Brixia-score-COVID-19,lancet-case2a.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/lancet-case2a.jpg,12,13,17.69670759599967,5.451199054718018,differential_diagnosis,"Possible differential diagnoses for this patient include pulmonary edema, Acute Respiratory Distress Syndrome (ARDS), multifocal infection, and pulmonary hemorrhage. "
Brixia-score-COVID-19,lancet-case2a.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/lancet-case2a.jpg,12,13,17.69670759599967,5.451199054718018,question_answering,"Given the severity of the pulmonary edema and the potential for pulmonary hemorrhage or multifocal pneumonia, further radiologic studies are recommended. A detailed review of the chest CT scan would be beneficial in this case. "
Brixia-score-COVID-19,85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg,11,13,15.299284088999684,5.442561626434326,report,"The radiologic report reveals low lung volumes which may be contributing to the prominence of the transverse diameter of the heart. There is some indistinctness of pulmonary vessels, potentially indicating elevated pulmonary venous pressure. Atelectatic changes are observed at both bases. "
Brixia-score-COVID-19,85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg,11,13,15.299284088999684,5.442561626434326,differential_diagnosis,"Possible differential diagnoses based on this chest radiograph could include heart failure, pulmonary edema, pneumonia, or other conditions causing vascular congestion and alveolar infiltrates. "
Brixia-score-COVID-19,85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg,/content/Brixia-score-COVID-19/data/public-cohen-subset/85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg,11,13,15.299284088999684,5.442561626434326,question_answering,Any findings that are not clearly explained by the current radiograph should be reviewed by aqualified radiologic. 
Brixia-score-COVID-19,covid-19-pneumonia-58-day-10.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-58-day-10.jpg,10,13,15.974390273000154,5.422112464904785,report,The radiologic report reveals severe pulmonary fibrosis. The heart size is at the top-normal range. There is no evidence of pneumothorax or appreciable pleural effusion. 
Brixia-score-COVID-19,covid-19-pneumonia-58-day-10.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-58-day-10.jpg,10,13,15.974390273000154,5.422112464904785,differential_diagnosis,"Possible differential diagnoses based on this patient's chest radiograph could include chronic obstructive pulmonary disease (COPD), interstitial lung disease, or an old granulomatous infection. "
Brixia-score-COVID-19,covid-19-pneumonia-58-day-10.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-58-day-10.jpg,10,13,15.974390273000154,5.422112464904785,question_answering,"A review of any available imaging to identify the chronicity of the loss of vertebral height in the mid thoracic spine is recommended. If previous imaging is not available, a CT scan of the thoracic spine should be obtained. "
Brixia-score-COVID-19,covid-19-pneumonia-evolution-over-a-week-1-day3.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-evolution-over-a-week-1-day3.jpg,8,13,14.335402611000063,5.441539287567139,report,"The radiologic report reveals a mildly enlarged heart with substantially dilated pulmonary arteries. There is a region of opacity in the right lung, likely in the upper lobe, which raises concern for pneumonia. Pulmonary edema has largely resolved. "
Brixia-score-COVID-19,covid-19-pneumonia-evolution-over-a-week-1-day3.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-evolution-over-a-week-1-day3.jpg,8,13,14.335402611000063,5.441539287567139,differential_diagnosis,"Possible differential diagnoses based on this patient's condition could include congestive heart failure, pneumonia, or other respiratory infections. "
Brixia-score-COVID-19,covid-19-pneumonia-evolution-over-a-week-1-day3.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/covid-19-pneumonia-evolution-over-a-week-1-day3.jpg,8,13,14.335402611000063,5.441539287567139,question_answering,"Given the findings, it is recommended that a chest CT be performed for further evaluation. "
Brixia-score-COVID-19,extubation-4.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/extubation-4.jpg,8,13,17.568222878999677,5.456791877746582,report,"The radiologic report reveals a widened mediastinum with right upper lobe collapse. There is a moderate right pleural effusion, likely loculated in the upper hemithorax. Right lower lobe consolidation is present. Pulmonary edema in the left lung is noted. A small left pleural effusion is also observed. "
Brixia-score-COVID-19,extubation-4.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/extubation-4.jpg,8,13,17.568222878999677,5.456791877746582,differential_diagnosis,"Possible differential diagnoses based on this chest radiograph could include pneumothorax, pulmonary edema, pneumonia, or lung cancer. "
Brixia-score-COVID-19,extubation-4.jpg,/content/Brixia-score-COVID-19/data/public-cohen-subset/extubation-4.jpg,8,13,17.568222878999677,5.456791877746582,question_answering,"Further radiologic studies are recommended to confirm the presence of a medial pneumothorax or distended esophagus, and to accurately assess the number and displacement of the rib fractures. "
